League,Matchup,Player,Team,Stat,Direction,TC_Proj,Market_Line,Edge,Reason
wnba,NY@IND,Myisha Hines-Allen,IND,PTS,OVER,4.1,0.0,4.1,moderate-confidence over on Myisha Hines-Allen PTS: TC projects 4.1 vs line 0.0 (edge +4.1)
wnba,POR@MIN,Luisa Geiselsoder,POR,RA,OVER,4.1,0.0,4.1,moderate-confidence over on Luisa Geiselsoder RA: TC projects 4.1 vs line 0.0 (edge +4.1)
wnba,WSH@GSV,Cassandre Prosper,WSH,PR,OVER,4.1,0.0,4.1,moderate-confidence over on Cassandre Prosper PR: TC projects 4.1 vs line 0.0 (edge +4.1)
wnba,NY@IND,Caitlin Clark,IND,REB,OVER,4.0,0.0,4.0,moderate-confidence over on Caitlin Clark REB: TC projects 4.0 vs line 0.0 (edge +4.0)
wnba,NY@IND,Raven Johnson,IND,PTS,OVER,4.0,0.0,4.0,moderate-confidence over on Raven Johnson PTS: TC projects 4.0 vs line 0.0 (edge +4.0)
wnba,POR@MIN,Serah Williams,POR,PTS,OVER,4.0,0.0,4.0,moderate-confidence over on Serah Williams PTS: TC projects 4.0 vs line 0.0 (edge +4.0)
wnba,POR@MIN,Nyadiew Puoch,POR,PA,OVER,4.0,0.0,4.0,moderate-confidence over on Nyadiew Puoch PA: TC projects 4.0 vs line 0.0 (edge +4.0)
wnba,POR@MIN,Courtney Williams,MIN,AST,OVER,4.0,0.0,4.0,moderate-confidence over on Courtney Williams AST: TC projects 4.0 vs line 0.0 (edge +4.0)
wnba,POR@MIN,Anastasiia Olairi Kosu,MIN,PTS,OVER,4.0,0.0,4.0,moderate-confidence over on Anastasiia Olairi Kosu PTS: TC projects 4.0 vs line 0.0 (edge +4.0)
wnba,POR@MIN,Eliska Hamzova,MIN,PA,OVER,4.0,0.0,4.0,moderate-confidence over on Eliska Hamzova PA: TC projects 4.0 vs line 0.0 (edge +4.0)
wnba,WSH@GSV,Sonia Citron,WSH,REB,OVER,4.0,0.0,4.0,moderate-confidence over on Sonia Citron REB: TC projects 4.0 vs line 0.0 (edge +4.0)
wnba,WSH@GSV,Lucy Olsen,WSH,PA,OVER,4.0,0.0,4.0,moderate-confidence over on Lucy Olsen PA: TC projects 4.0 vs line 0.0 (edge +4.0)
wnba,NY@IND,Sabrina Ionescu,NY,REB,OVER,3.9,0.0,3.9,moderate-confidence over on Sabrina Ionescu REB: TC projects 3.9 vs line 0.0 (edge +3.9)
wnba,NY@IND,Raven Johnson,IND,RA,OVER,3.9,0.0,3.9,moderate-confidence over on Raven Johnson RA: TC projects 3.9 vs line 0.0 (edge +3.9)
wnba,POR@MIN,Megan Gustafson,POR,REB,OVER,3.9,0.0,3.9,moderate-confidence over on Megan Gustafson REB: TC projects 3.9 vs line 0.0 (edge +3.9)
wnba,POR@MIN,Antonia Delaere,MIN,PR,OVER,3.9,0.0,3.9,moderate-confidence over on Antonia Delaere PR: TC projects 3.9 vs line 0.0 (edge +3.9)
wnba,NY@IND,Makayla Timpson,IND,PTS,OVER,3.8,0.0,3.8,moderate-confidence over on Makayla Timpson PTS: TC projects 3.8 vs line 0.0 (edge +3.8)
wnba,NY@IND,Makayla Timpson,IND,REB,OVER,3.8,0.0,3.8,moderate-confidence over on Makayla Timpson REB: TC projects 3.8 vs line 0.0 (edge +3.8)
wnba,POR@MIN,Holly Winterburn,POR,PA,OVER,3.8,0.0,3.8,moderate-confidence over on Holly Winterburn PA: TC projects 3.8 vs line 0.0 (edge +3.8)
wnba,POR@MIN,Kayla McBride,MIN,REB,OVER,3.8,0.0,3.8,moderate-confidence over on Kayla McBride REB: TC projects 3.8 vs line 0.0 (edge +3.8)
wnba,WSH@GSV,Angela Dugalic,WSH,PTS,OVER,3.8,0.0,3.8,moderate-confidence over on Angela Dugalic PTS: TC projects 3.8 vs line 0.0 (edge +3.8)
wnba,WSH@GSV,Angela Dugalic,WSH,RA,OVER,3.8,0.0,3.8,moderate-confidence over on Angela Dugalic RA: TC projects 3.8 vs line 0.0 (edge +3.8)
wnba,NY@IND,Damiris Dantas,IND,PA,OVER,3.7,0.0,3.7,moderate-confidence over on Damiris Dantas PA: TC projects 3.7 vs line 0.0 (edge +3.7)
wnba,POR@MIN,Jordan Harrison,POR,AST,OVER,3.7,0.0,3.7,moderate-confidence over on Jordan Harrison AST: TC projects 3.7 vs line 0.0 (edge +3.7)
wnba,POR@MIN,Emma Cechova,MIN,REB,OVER,3.7,0.0,3.7,moderate-confidence over on Emma Cechova REB: TC projects 3.7 vs line 0.0 (edge +3.7)
wnba,POR@MIN,Emma Cechova,MIN,RA,OVER,3.7,0.0,3.7,moderate-confidence over on Emma Cechova RA: TC projects 3.7 vs line 0.0 (edge +3.7)
wnba,POR@MIN,Eliska Hamzova,MIN,PR,OVER,3.7,0.0,3.7,moderate-confidence over on Eliska Hamzova PR: TC projects 3.7 vs line 0.0 (edge +3.7)
wnba,WSH@GSV,Lauren Betts,WSH,REB,OVER,3.7,0.0,3.7,moderate-confidence over on Lauren Betts REB: TC projects 3.7 vs line 0.0 (edge +3.7)
wnba,NY@IND,Pauline Astier,NY,AST,OVER,3.6,0.0,3.6,moderate-confidence over on Pauline Astier AST: TC projects 3.6 vs line 0.0 (edge +3.6)
wnba,NY@IND,Rebecca Allen,NY,PRA,OVER,3.6,0.0,3.6,moderate-confidence over on Rebecca Allen PRA: TC projects 3.6 vs line 0.0 (edge +3.6)
wnba,POR@MIN,Bridget Carleton,POR,REB,OVER,3.6,0.0,3.6,moderate-confidence over on Bridget Carleton REB: TC projects 3.6 vs line 0.0 (edge +3.6)
wnba,POR@MIN,Karlie Samuelson,POR,PTS,OVER,3.6,0.0,3.6,moderate-confidence over on Karlie Samuelson PTS: TC projects 3.6 vs line 0.0 (edge +3.6)
wnba,WSH@GSV,Lucy Olsen,WSH,PR,OVER,3.6,0.0,3.6,moderate-confidence over on Lucy Olsen PR: TC projects 3.6 vs line 0.0 (edge +3.6)
wnba,NY@IND,Sophie Cunningham,IND,RA,OVER,3.5,0.0,3.5,moderate-confidence over on Sophie Cunningham RA: TC projects 3.5 vs line 0.0 (edge +3.5)
wnba,WSH@GSV,Georgia Amoore,WSH,AST,OVER,3.5,0.0,3.5,moderate-confidence over on Georgia Amoore AST: TC projects 3.5 vs line 0.0 (edge +3.5)
wnba,NY@IND,Betnijah Laney-Hamilton,NY,RA,OVER,3.4,0.0,3.4,moderate-confidence over on Betnijah Laney-Hamilton RA: TC projects 3.4 vs line 0.0 (edge +3.4)
wnba,NY@IND,Raquel Carrera,NY,PRA,OVER,3.4,0.0,3.4,moderate-confidence over on Raquel Carrera PRA: TC projects 3.4 vs line 0.0 (edge +3.4)
wnba,NY@IND,Tyasha Harris,IND,RA,OVER,3.4,0.0,3.4,moderate-confidence over on Tyasha Harris RA: TC projects 3.4 vs line 0.0 (edge +3.4)
wnba,WSH@GSV,Sonia Citron,WSH,AST,OVER,3.4,0.0,3.4,moderate-confidence over on Sonia Citron AST: TC projects 3.4 vs line 0.0 (edge +3.4)
wnba,WSH@GSV,Alicia Florez,WSH,AST,OVER,3.4,0.0,3.4,moderate-confidence over on Alicia Florez AST: TC projects 3.4 vs line 0.0 (edge +3.4)
wnba,NY@IND,Rebekah Gardner,NY,RA,OVER,3.3,0.0,3.3,moderate-confidence over on Rebekah Gardner RA: TC projects 3.3 vs line 0.0 (edge +3.3)
wnba,NY@IND,Lexie Hull,IND,REB,OVER,3.3,0.0,3.3,moderate-confidence over on Lexie Hull REB: TC projects 3.3 vs line 0.0 (edge +3.3)
wnba,NY@IND,Damiris Dantas,IND,PTS,OVER,3.3,0.0,3.3,moderate-confidence over on Damiris Dantas PTS: TC projects 3.3 vs line 0.0 (edge +3.3)
wnba,POR@MIN,Nyadiew Puoch,POR,PTS,OVER,3.3,0.0,3.3,moderate-confidence over on Nyadiew Puoch PTS: TC projects 3.3 vs line 0.0 (edge +3.3)
wnba,WSH@GSV,Cassandre Prosper,WSH,PA,OVER,3.3,0.0,3.3,moderate-confidence over on Cassandre Prosper PA: TC projects 3.3 vs line 0.0 (edge +3.3)
wnba,NY@IND,Raquel Carrera,NY,PR,OVER,3.2,0.0,3.2,moderate-confidence over on Raquel Carrera PR: TC projects 3.2 vs line 0.0 (edge +3.2)
wnba,NY@IND,Myisha Hines-Allen,IND,REB,OVER,3.2,0.0,3.2,moderate-confidence over on Myisha Hines-Allen REB: TC projects 3.2 vs line 0.0 (edge +3.2)
wnba,POR@MIN,Maya Caldwell,MIN,RA,OVER,3.2,0.0,3.2,moderate-confidence over on Maya Caldwell RA: TC projects 3.2 vs line 0.0 (edge +3.2)
wnba,POR@MIN,Antonia Delaere,MIN,PTS,OVER,3.2,0.0,3.2,moderate-confidence over on Antonia Delaere PTS: TC projects 3.2 vs line 0.0 (edge +3.2)
wnba,WSH@GSV,Michaela Onyenwere,WSH,REB,OVER,3.2,0.0,3.2,moderate-confidence over on Michaela Onyenwere REB: TC projects 3.2 vs line 0.0 (edge +3.2)
wnba,POR@MIN,Natasha Howard,MIN,AST,OVER,3.1,0.0,3.1,moderate-confidence over on Natasha Howard AST: TC projects 3.1 vs line 0.0 (edge +3.1)
wnba,WSH@GSV,Angela Dugalic,WSH,REB,OVER,3.1,0.0,3.1,moderate-confidence over on Angela Dugalic REB: TC projects 3.1 vs line 0.0 (edge +3.1)
wnba,NY@IND,Bree Hall,IND,PRA,OVER,3.0,0.0,3.0,moderate-confidence over on Bree Hall PRA: TC projects 3.0 vs line 0.0 (edge +3.0)
wnba,NY@IND,Bree Hall,IND,PR,OVER,3.0,0.0,3.0,moderate-confidence over on Bree Hall PR: TC projects 3.0 vs line 0.0 (edge +3.0)
wnba,POR@MIN,Serah Williams,POR,RA,OVER,3.0,0.0,3.0,moderate-confidence over on Serah Williams RA: TC projects 3.0 vs line 0.0 (edge +3.0)
wnba,POR@MIN,Jordan Harrison,POR,PR,OVER,3.0,0.0,3.0,moderate-confidence over on Jordan Harrison PR: TC projects 3.0 vs line 0.0 (edge +3.0)
wnba,POR@MIN,Liatu King,MIN,PTS,OVER,3.0,0.0,3.0,moderate-confidence over on Liatu King PTS: TC projects 3.0 vs line 0.0 (edge +3.0)
wnba,POR@MIN,Liatu King,MIN,PA,OVER,3.0,0.0,3.0,moderate-confidence over on Liatu King PA: TC projects 3.0 vs line 0.0 (edge +3.0)
wnba,NY@IND,Rebecca Allen,NY,PR,OVER,2.9,0.0,2.9,slight-confidence over on Rebecca Allen PR: TC projects 2.9 vs line 0.0 (edge +2.9)
wnba,POR@MIN,Teja Oblak,POR,AST,OVER,2.9,0.0,2.9,slight-confidence over on Teja Oblak AST: TC projects 2.9 vs line 0.0 (edge +2.9)
wnba,POR@MIN,Anastasiia Olairi Kosu,MIN,RA,OVER,2.9,0.0,2.9,slight-confidence over on Anastasiia Olairi Kosu RA: TC projects 2.9 vs line 0.0 (edge +2.9)
wnba,POR@MIN,Liatu King,MIN,REB,OVER,2.9,0.0,2.9,slight-confidence over on Liatu King REB: TC projects 2.9 vs line 0.0 (edge +2.9)
wnba,POR@MIN,Liatu King,MIN,RA,OVER,2.9,0.0,2.9,slight-confidence over on Liatu King RA: TC projects 2.9 vs line 0.0 (edge +2.9)
wnba,WSH@GSV,Lucy Olsen,WSH,PTS,OVER,2.9,0.0,2.9,slight-confidence over on Lucy Olsen PTS: TC projects 2.9 vs line 0.0 (edge +2.9)
wnba,WSH@GSV,Rori Harmon,WSH,PRA,OVER,2.9,0.0,2.9,slight-confidence over on Rori Harmon PRA: TC projects 2.9 vs line 0.0 (edge +2.9)
wnba,NY@IND,Pauline Astier,NY,REB,OVER,2.8,0.0,2.8,slight-confidence over on Pauline Astier REB: TC projects 2.8 vs line 0.0 (edge +2.8)
wnba,NY@IND,Satou Sabally,NY,REB,OVER,2.8,0.0,2.8,slight-confidence over on Satou Sabally REB: TC projects 2.8 vs line 0.0 (edge +2.8)
wnba,NY@IND,Marine Johannes,NY,AST,OVER,2.8,0.0,2.8,slight-confidence over on Marine Johannes AST: TC projects 2.8 vs line 0.0 (edge +2.8)
wnba,NY@IND,Han Xu,NY,RA,OVER,2.8,0.0,2.8,slight-confidence over on Han Xu RA: TC projects 2.8 vs line 0.0 (edge +2.8)
wnba,NY@IND,Kelsey Mitchell,IND,AST,OVER,2.8,0.0,2.8,slight-confidence over on Kelsey Mitchell AST: TC projects 2.8 vs line 0.0 (edge +2.8)
wnba,NY@IND,Grace VanSlooten,IND,PRA,OVER,2.8,0.0,2.8,slight-confidence over on Grace VanSlooten PRA: TC projects 2.8 vs line 0.0 (edge +2.8)
wnba,POR@MIN,Holly Winterburn,POR,PR,OVER,2.8,0.0,2.8,slight-confidence over on Holly Winterburn PR: TC projects 2.8 vs line 0.0 (edge +2.8)
wnba,WSH@GSV,Cotie McMahon,WSH,REB,OVER,2.8,0.0,2.8,slight-confidence over on Cotie McMahon REB: TC projects 2.8 vs line 0.0 (edge +2.8)
wnba,NY@IND,Breanna Stewart,NY,AST,OVER,2.7,0.0,2.7,slight-confidence over on Breanna Stewart AST: TC projects 2.7 vs line 0.0 (edge +2.7)
wnba,NY@IND,Aliyah Boston,IND,AST,OVER,2.7,0.0,2.7,slight-confidence over on Aliyah Boston AST: TC projects 2.7 vs line 0.0 (edge +2.7)
wnba,POR@MIN,Luisa Geiselsoder,POR,REB,OVER,2.7,0.0,2.7,slight-confidence over on Luisa Geiselsoder REB: TC projects 2.7 vs line 0.0 (edge +2.7)
wnba,POR@MIN,Eliska Hamzova,MIN,RA,OVER,2.7,0.0,2.7,slight-confidence over on Eliska Hamzova RA: TC projects 2.7 vs line 0.0 (edge +2.7)
wnba,WSH@GSV,Shakira Austin,WSH,AST,OVER,2.7,0.0,2.7,slight-confidence over on Shakira Austin AST: TC projects 2.7 vs line 0.0 (edge +2.7)
wnba,WSH@GSV,Cassandre Prosper,WSH,PTS,OVER,2.7,0.0,2.7,slight-confidence over on Cassandre Prosper PTS: TC projects 2.7 vs line 0.0 (edge +2.7)
wnba,NY@IND,Jonquel Jones,NY,AST,OVER,2.6,0.0,2.6,slight-confidence over on Jonquel Jones AST: TC projects 2.6 vs line 0.0 (edge +2.6)
wnba,NY@IND,Marine Johannes,NY,REB,OVER,2.6,0.0,2.6,slight-confidence over on Marine Johannes REB: TC projects 2.6 vs line 0.0 (edge +2.6)
wnba,NY@IND,Leonie Fiebich,NY,REB,OVER,2.6,0.0,2.6,slight-confidence over on Leonie Fiebich REB: TC projects 2.6 vs line 0.0 (edge +2.6)
wnba,POR@MIN,Frieda Buhner,POR,RA,OVER,2.6,0.0,2.6,slight-confidence over on Frieda Buhner RA: TC projects 2.6 vs line 0.0 (edge +2.6)
wnba,POR@MIN,Serah Williams,POR,REB,OVER,2.6,0.0,2.6,slight-confidence over on Serah Williams REB: TC projects 2.6 vs line 0.0 (edge +2.6)
wnba,NY@IND,Bree Hall,IND,PTS,OVER,2.5,0.0,2.5,slight-confidence over on Bree Hall PTS: TC projects 2.5 vs line 0.0 (edge +2.5)
wnba,NY@IND,Bree Hall,IND,PA,OVER,2.5,0.0,2.5,slight-confidence over on Bree Hall PA: TC projects 2.5 vs line 0.0 (edge +2.5)
wnba,NY@IND,Grace VanSlooten,IND,PR,OVER,2.5,0.0,2.5,slight-confidence over on Grace VanSlooten PR: TC projects 2.5 vs line 0.0 (edge +2.5)
wnba,POR@MIN,Eliska Hamzova,MIN,PTS,OVER,2.5,0.0,2.5,slight-confidence over on Eliska Hamzova PTS: TC projects 2.5 vs line 0.0 (edge +2.5)
wnba,POR@MIN,Kayla McBride,MIN,AST,OVER,2.4,0.0,2.4,slight-confidence over on Kayla McBride AST: TC projects 2.4 vs line 0.0 (edge +2.4)
wnba,WSH@GSV,Alicia Florez,WSH,REB,OVER,2.4,0.0,2.4,slight-confidence over on Alicia Florez REB: TC projects 2.4 vs line 0.0 (edge +2.4)
wnba,NY@IND,Rebecca Allen,NY,PA,OVER,2.3,0.0,2.3,slight-confidence over on Rebecca Allen PA: TC projects 2.3 vs line 0.0 (edge +2.3)
wnba,NY@IND,Raven Johnson,IND,REB,OVER,2.3,0.0,2.3,slight-confidence over on Raven Johnson REB: TC projects 2.3 vs line 0.0 (edge +2.3)
wnba,POR@MIN,Carla Leite,POR,REB,OVER,2.3,0.0,2.3,slight-confidence over on Carla Leite REB: TC projects 2.3 vs line 0.0 (edge +2.3)
wnba,POR@MIN,Sarah Ashlee Barker,POR,AST,OVER,2.3,0.0,2.3,slight-confidence over on Sarah Ashlee Barker AST: TC projects 2.3 vs line 0.0 (edge +2.3)
wnba,POR@MIN,Jordan Harrison,POR,PTS,OVER,2.3,0.0,2.3,slight-confidence over on Jordan Harrison PTS: TC projects 2.3 vs line 0.0 (edge +2.3)
wnba,POR@MIN,Nyadiew Puoch,POR,RA,OVER,2.3,0.0,2.3,slight-confidence over on Nyadiew Puoch RA: TC projects 2.3 vs line 0.0 (edge +2.3)
wnba,POR@MIN,Nia Coffey,MIN,AST,OVER,2.3,0.0,2.3,slight-confidence over on Nia Coffey AST: TC projects 2.3 vs line 0.0 (edge +2.3)
wnba,NY@IND,Raquel Carrera,NY,PA,OVER,2.2,0.0,2.2,slight-confidence over on Raquel Carrera PA: TC projects 2.2 vs line 0.0 (edge +2.2)
wnba,NY@IND,Sophie Cunningham,IND,REB,OVER,2.2,0.0,2.2,slight-confidence over on Sophie Cunningham REB: TC projects 2.2 vs line 0.0 (edge +2.2)
wnba,POR@MIN,Holly Winterburn,POR,PTS,OVER,2.2,0.0,2.2,slight-confidence over on Holly Winterburn PTS: TC projects 2.2 vs line 0.0 (edge +2.2)
wnba,POR@MIN,Holly Winterburn,POR,RA,OVER,2.2,0.0,2.2,slight-confidence over on Holly Winterburn RA: TC projects 2.2 vs line 0.0 (edge +2.2)
wnba,POR@MIN,Anastasiia Olairi Kosu,MIN,REB,OVER,2.2,0.0,2.2,slight-confidence over on Anastasiia Olairi Kosu REB: TC projects 2.2 vs line 0.0 (edge +2.2)
wnba,NY@IND,Tyasha Harris,IND,AST,OVER,2.1,0.0,2.1,slight-confidence over on Tyasha Harris AST: TC projects 2.1 vs line 0.0 (edge +2.1)
wnba,NY@IND,Grace VanSlooten,IND,PA,OVER,2.1,0.0,2.1,slight-confidence over on Grace VanSlooten PA: TC projects 2.1 vs line 0.0 (edge +2.1)
wnba,WSH@GSV,Rori Harmon,WSH,PA,OVER,2.1,0.0,2.1,slight-confidence over on Rori Harmon PA: TC projects 2.1 vs line 0.0 (edge +2.1)
wnba,NY@IND,Han Xu,NY,REB,OVER,2.0,0.0,2.0,slight-confidence over on Han Xu REB: TC projects 2.0 vs line 0.0 (edge +2.0)
wnba,NY@IND,Rebekah Gardner,NY,REB,OVER,2.0,0.0,2.0,slight-confidence over on Rebekah Gardner REB: TC projects 2.0 vs line 0.0 (edge +2.0)
wnba,POR@MIN,Bridget Carleton,POR,AST,OVER,2.0,0.0,2.0,slight-confidence over on Bridget Carleton AST: TC projects 2.0 vs line 0.0 (edge +2.0)
wnba,POR@MIN,Emily Engstler,POR,AST,OVER,2.0,0.0,2.0,slight-confidence over on Emily Engstler AST: TC projects 2.0 vs line 0.0 (edge +2.0)
wnba,POR@MIN,Frieda Buhner,POR,REB,OVER,2.0,0.0,2.0,slight-confidence over on Frieda Buhner REB: TC projects 2.0 vs line 0.0 (edge +2.0)
wnba,POR@MIN,Maya Caldwell,MIN,REB,OVER,2.0,0.0,2.0,slight-confidence over on Maya Caldwell REB: TC projects 2.0 vs line 0.0 (edge +2.0)
wnba,POR@MIN,Antonia Delaere,MIN,RA,OVER,2.0,0.0,2.0,slight-confidence over on Antonia Delaere RA: TC projects 2.0 vs line 0.0 (edge +2.0)
wnba,WSH@GSV,Cotie McMahon,WSH,AST,OVER,2.0,0.0,2.0,slight-confidence over on Cotie McMahon AST: TC projects 2.0 vs line 0.0 (edge +2.0)
wnba,NY@IND,Satou Sabally,NY,AST,OVER,1.9,0.0,1.9,slight-confidence over on Satou Sabally AST: TC projects 1.9 vs line 0.0 (edge +1.9)
wnba,NY@IND,Leonie Fiebich,NY,AST,OVER,1.9,0.0,1.9,slight-confidence over on Leonie Fiebich AST: TC projects 1.9 vs line 0.0 (edge +1.9)
wnba,NY@IND,Betnijah Laney-Hamilton,NY,REB,OVER,1.9,0.0,1.9,slight-confidence over on Betnijah Laney-Hamilton REB: TC projects 1.9 vs line 0.0 (edge +1.9)
wnba,NY@IND,Rebecca Allen,NY,RA,OVER,1.9,0.0,1.9,slight-confidence over on Rebecca Allen RA: TC projects 1.9 vs line 0.0 (edge +1.9)
wnba,NY@IND,Raquel Carrera,NY,PTS,OVER,1.9,0.0,1.9,slight-confidence over on Raquel Carrera PTS: TC projects 1.9 vs line 0.0 (edge +1.9)
wnba,POR@MIN,Karlie Samuelson,POR,RA,OVER,1.9,0.0,1.9,slight-confidence over on Karlie Samuelson RA: TC projects 1.9 vs line 0.0 (edge +1.9)
wnba,WSH@GSV,Rori Harmon,WSH,RA,OVER,1.9,0.0,1.9,slight-confidence over on Rori Harmon RA: TC projects 1.9 vs line 0.0 (edge +1.9)
wnba,NY@IND,Damiris Dantas,IND,RA,OVER,1.8,0.0,1.8,slight-confidence over on Damiris Dantas RA: TC projects 1.8 vs line 0.0 (edge +1.8)
wnba,NY@IND,Grace VanSlooten,IND,PTS,OVER,1.8,0.0,1.8,slight-confidence over on Grace VanSlooten PTS: TC projects 1.8 vs line 0.0 (edge +1.8)
wnba,WSH@GSV,Lucy Olsen,WSH,RA,OVER,1.8,0.0,1.8,slight-confidence over on Lucy Olsen RA: TC projects 1.8 vs line 0.0 (edge +1.8)
wnba,WSH@GSV,Cassandre Prosper,WSH,RA,OVER,1.8,0.0,1.8,slight-confidence over on Cassandre Prosper RA: TC projects 1.8 vs line 0.0 (edge +1.8)
wnba,WSH@GSV,Rori Harmon,WSH,PR,OVER,1.8,0.0,1.8,slight-confidence over on Rori Harmon PR: TC projects 1.8 vs line 0.0 (edge +1.8)
wnba,NY@IND,Rebecca Allen,NY,PTS,OVER,1.7,0.0,1.7,slight-confidence over on Rebecca Allen PTS: TC projects 1.7 vs line 0.0 (edge +1.7)
wnba,NY@IND,Myisha Hines-Allen,IND,AST,OVER,1.7,0.0,1.7,slight-confidence over on Myisha Hines-Allen AST: TC projects 1.7 vs line 0.0 (edge +1.7)
wnba,POR@MIN,Dorka Juhasz,MIN,AST,OVER,1.7,0.0,1.7,slight-confidence over on Dorka Juhasz AST: TC projects 1.7 vs line 0.0 (edge +1.7)
wnba,NY@IND,Kelsey Mitchell,IND,REB,OVER,1.6,0.0,1.6,slight-confidence over on Kelsey Mitchell REB: TC projects 1.6 vs line 0.0 (edge +1.6)
wnba,NY@IND,Raven Johnson,IND,AST,OVER,1.6,0.0,1.6,slight-confidence over on Raven Johnson AST: TC projects 1.6 vs line 0.0 (edge +1.6)
wnba,POR@MIN,Teja Oblak,POR,REB,OVER,1.6,0.0,1.6,slight-confidence over on Teja Oblak REB: TC projects 1.6 vs line 0.0 (edge +1.6)
wnba,POR@MIN,Nyadiew Puoch,POR,REB,OVER,1.6,0.0,1.6,slight-confidence over on Nyadiew Puoch REB: TC projects 1.6 vs line 0.0 (edge +1.6)
wnba,WSH@GSV,Kiki Iriafen,WSH,AST,OVER,1.6,0.0,1.6,slight-confidence over on Kiki Iriafen AST: TC projects 1.6 vs line 0.0 (edge +1.6)
wnba,NY@IND,Betnijah Laney-Hamilton,NY,AST,OVER,1.5,0.0,1.5,slight-confidence over on Betnijah Laney-Hamilton AST: TC projects 1.5 vs line 0.0 (edge +1.5)
wnba,NY@IND,Raquel Carrera,NY,RA,OVER,1.5,0.0,1.5,slight-confidence over on Raquel Carrera RA: TC projects 1.5 vs line 0.0 (edge +1.5)
wnba,NY@IND,Damiris Dantas,IND,REB,OVER,1.5,0.0,1.5,slight-confidence over on Damiris Dantas REB: TC projects 1.5 vs line 0.0 (edge +1.5)
wnba,POR@MIN,Holly Winterburn,POR,AST,OVER,1.5,0.0,1.5,slight-confidence over on Holly Winterburn AST: TC projects 1.5 vs line 0.0 (edge +1.5)
wnba,POR@MIN,Eliska Hamzova,MIN,AST,OVER,1.5,0.0,1.5,slight-confidence over on Eliska Hamzova AST: TC projects 1.5 vs line 0.0 (edge +1.5)
wnba,WSH@GSV,Michaela Onyenwere,WSH,AST,OVER,1.5,0.0,1.5,slight-confidence over on Michaela Onyenwere AST: TC projects 1.5 vs line 0.0 (edge +1.5)
wnba,POR@MIN,Luisa Geiselsoder,POR,AST,OVER,1.4,0.0,1.4,slight-confidence over on Luisa Geiselsoder AST: TC projects 1.4 vs line 0.0 (edge +1.4)
wnba,NY@IND,Marine Fauthoux,NY,PRA,OVER,1.3,0.0,1.3,slight-confidence over on Marine Fauthoux PRA: TC projects 1.3 vs line 0.0 (edge +1.3)
wnba,NY@IND,Marine Fauthoux,NY,RA,OVER,1.3,0.0,1.3,slight-confidence over on Marine Fauthoux RA: TC projects 1.3 vs line 0.0 (edge +1.3)
wnba,POR@MIN,Antonia Delaere,MIN,AST,OVER,1.3,0.0,1.3,slight-confidence over on Antonia Delaere AST: TC projects 1.3 vs line 0.0 (edge +1.3)
wnba,WSH@GSV,Cassandre Prosper,WSH,REB,OVER,1.3,0.0,1.3,slight-confidence over on Cassandre Prosper REB: TC projects 1.3 vs line 0.0 (edge +1.3)
wnba,NY@IND,Rebekah Gardner,NY,AST,OVER,1.2,0.0,1.2,slight-confidence over on Rebekah Gardner AST: TC projects 1.2 vs line 0.0 (edge +1.2)
wnba,NY@IND,Rebecca Allen,NY,REB,OVER,1.2,0.0,1.2,slight-confidence over on Rebecca Allen REB: TC projects 1.2 vs line 0.0 (edge +1.2)
wnba,NY@IND,Raquel Carrera,NY,REB,OVER,1.2,0.0,1.2,slight-confidence over on Raquel Carrera REB: TC projects 1.2 vs line 0.0 (edge +1.2)
wnba,NY@IND,Anneli Maley,NY,PRA,OVER,1.2,0.0,1.2,slight-confidence over on Anneli Maley PRA: TC projects 1.2 vs line 0.0 (edge +1.2)
wnba,NY@IND,Anneli Maley,NY,PR,OVER,1.2,0.0,1.2,slight-confidence over on Anneli Maley PR: TC projects 1.2 vs line 0.0 (edge +1.2)
wnba,NY@IND,Sophie Cunningham,IND,AST,OVER,1.2,0.0,1.2,slight-confidence over on Sophie Cunningham AST: TC projects 1.2 vs line 0.0 (edge +1.2)
wnba,NY@IND,Tyasha Harris,IND,REB,OVER,1.2,0.0,1.2,slight-confidence over on Tyasha Harris REB: TC projects 1.2 vs line 0.0 (edge +1.2)
wnba,POR@MIN,Eliska Hamzova,MIN,REB,OVER,1.2,0.0,1.2,slight-confidence over on Eliska Hamzova REB: TC projects 1.2 vs line 0.0 (edge +1.2)
wnba,WSH@GSV,Georgia Amoore,WSH,REB,OVER,1.2,0.0,1.2,slight-confidence over on Georgia Amoore REB: TC projects 1.2 vs line 0.0 (edge +1.2)
wnba,NY@IND,Monique Billings,IND,AST,OVER,1.1,0.0,1.1,slight-confidence over on Monique Billings AST: TC projects 1.1 vs line 0.0 (edge +1.1)
wnba,POR@MIN,Karlie Samuelson,POR,REB,OVER,1.1,0.0,1.1,slight-confidence over on Karlie Samuelson REB: TC projects 1.1 vs line 0.0 (edge +1.1)
wnba,POR@MIN,Maya Caldwell,MIN,AST,OVER,1.1,0.0,1.1,slight-confidence over on Maya Caldwell AST: TC projects 1.1 vs line 0.0 (edge +1.1)
wnba,WSH@GSV,Lucy Olsen,WSH,AST,OVER,1.1,0.0,1.1,slight-confidence over on Lucy Olsen AST: TC projects 1.1 vs line 0.0 (edge +1.1)
wnba,WSH@GSV,Rori Harmon,WSH,AST,OVER,1.1,0.0,1.1,slight-confidence over on Rori Harmon AST: TC projects 1.1 vs line 0.0 (edge +1.1)
